leadId,name,category,rating,reviews,phone,website,websiteType,websiteStatus,address,city,state,country,googleMapsUrl,businessScore,businessReason,preliminaryOpportunityScore,preliminaryOpportunityLevel,preliminaryOpportunityReason
https://www.google.com/maps/search/?api=1&query=La%20choza%20de%20Vargas&query_place_id=ChIJA295rBHFEQ0Rn2bkkUS1iew,La choza de Vargas,Restaurante,4.8,135,+34 607 53 39 65,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=La%20choza%20de%20Vargas&query_place_id=ChIJA295rBHFEQ0Rn2bkkUS1iew,89,excelente valoración · 100+ reseñas · teléfono disponible · ficha de Google Maps,92,HIGH,sin web registrada · excelente reputación · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Bar%20Pappis&query_place_id=ChIJYfwZnhvQEQ0RUhE6HHYnr9o,Bar Pappis,Bar de tapas,4.6,1658,+34 959 23 58 06,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Bar%20Pappis&query_place_id=ChIJYfwZnhvQEQ0RUhE6HHYnr9o,95,buena valoración · 500+ reseñas · teléfono disponible · ficha de Google Maps,91,HIGH,sin web registrada · buena reputación · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Amor%20Amar%20Puerto&query_place_id=ChIJ0XbkKcnPEQ0RKbMqbWqYYoY,Amor Amar Puerto,Restaurante,4.6,755,+34 652 70 22 11,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Amor%20Amar%20Puerto&query_place_id=ChIJ0XbkKcnPEQ0RKbMqbWqYYoY,95,buena valoración · 500+ reseñas · teléfono disponible · ficha de Google Maps,91,HIGH,sin web registrada · buena reputación · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Restaurante%20Jardines%20del%20Odiel&query_place_id=ChIJFSHIVwTREQ0R_9m-9Wx86RM,Restaurante Jardines del Odiel,Restaurante,4.7,592,+34 637 35 30 36,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Restaurante%20Jardines%20del%20Odiel&query_place_id=ChIJFSHIVwTREQ0R_9m-9Wx86RM,95,buena valoración · 500+ reseñas · teléfono disponible · ficha de Google Maps,91,HIGH,sin web registrada · buena reputación · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Bar%20Buena%20vida%20Huelva&query_place_id=ChIJJXuXpoTPEQ0RhQIhZ61DU8g,Bar Buena vida Huelva,Restaurante,4.5,363,+34 637 57 04 56,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Bar%20Buena%20vida%20Huelva&query_place_id=ChIJJXuXpoTPEQ0RhQIhZ61DU8g,90,buena valoración · 300+ reseñas · teléfono disponible · ficha de Google Maps,91,HIGH,sin web registrada · buena reputación · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Freidur%C3%ADa%20Hidalgo&query_place_id=ChIJaSDtr-_PEQ0R8f_aiRYC0OE,Freiduría Hidalgo,Restaurante,4.5,112,+34 959 31 68 47,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Freidur%C3%ADa%20Hidalgo&query_place_id=ChIJaSDtr-_PEQ0R8f_aiRYC0OE,84,buena valoración · 100+ reseñas · teléfono disponible · ficha de Google Maps,88,HIGH,sin web registrada · buena reputación · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Restaurante%20La%20Nicoba&query_place_id=ChIJj7MamwXFEQ0RnSJadozn3zY,Restaurante La Nicoba,Restaurante,4.6,98,+34 697 81 72 79,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Restaurante%20La%20Nicoba&query_place_id=ChIJj7MamwXFEQ0RnSJadozn3zY,77,buena valoración · 50+ reseñas · teléfono disponible · ficha de Google Maps,85,HIGH,sin web registrada · buena reputación · 50+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Bar%20El%20Pueblo&query_place_id=ChIJCZubuR7QEQ0R8wQy32yQ5co,Bar El Pueblo,Bar,4.5,80,+34 625 17 18 02,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Bar%20El%20Pueblo&query_place_id=ChIJCZubuR7QEQ0R8wQy32yQ5co,77,buena valoración · 50+ reseñas · teléfono disponible · ficha de Google Maps,85,HIGH,sin web registrada · buena reputación · 50+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Nuevo%20Garrisons%20burger&query_place_id=ChIJ_yuK8uLPEQ0Rb5aNOgw3EbU,Nuevo Garrisons burger,Hamburguesería,4.7,303,+34 666 48 60 88,https://www.facebook.com/profile.php?id=100088812015001,social,social_only,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Nuevo%20Garrisons%20burger&query_place_id=ChIJ_yuK8uLPEQ0Rb5aNOgw3EbU,90,buena valoración · 300+ reseñas · teléfono disponible · ficha de Google Maps,84,HIGH,solo presencia social · buena reputación · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Terraza-Bar%20La%20Hispanidad&query_place_id=ChIJD0X1G-HPEQ0RahZW-jaLknc,Terraza-Bar La Hispanidad,Bar de tapas,4.4,1504,+34 959 25 69 02,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Terraza-Bar%20La%20Hispanidad&query_place_id=ChIJD0X1G-HPEQ0RahZW-jaLknc,86,valoración positiva · 500+ reseñas · teléfono disponible · ficha de Google Maps,84,HIGH,sin web registrada · reputación positiva · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20La%20G%C3%B3ndola%20Onubense%20S.L.&query_place_id=ChIJw2qctO7PEQ0Rnfwmvn_W8Js,Cafetería La Góndola Onubense S.L.,Churrería,4.4,506,+34 959 15 15 01,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Cafeter%C3%ADa%20La%20G%C3%B3ndola%20Onubense%20S.L.&query_place_id=ChIJw2qctO7PEQ0Rnfwmvn_W8Js,86,valoración positiva · 500+ reseñas · teléfono disponible · ficha de Google Maps,84,HIGH,sin web registrada · reputación positiva · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Restaurante%20Bland%C3%B3n&query_place_id=ChIJd4_gMNjPEQ0RNkd9iYhGcAM,Restaurante Blandón,Bar restaurante,4.1,464,+34 959 24 29 79,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Restaurante%20Bland%C3%B3n&query_place_id=ChIJd4_gMNjPEQ0RNkd9iYhGcAM,81,valoración positiva · 300+ reseñas · teléfono disponible · ficha de Google Maps,84,HIGH,sin web registrada · reputación positiva · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Albero%20Gastro%20y%20Folklore&query_place_id=ChIJN2NRFNjPEQ0RuHFDp_jfipo,Albero Gastro y Folklore,Bar restaurante,4.3,457,+34 680 93 76 44,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Albero%20Gastro%20y%20Folklore&query_place_id=ChIJN2NRFNjPEQ0RuHFDp_jfipo,81,valoración positiva · 300+ reseñas · teléfono disponible · ficha de Google Maps,84,HIGH,sin web registrada · reputación positiva · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Ibiza%20Bar&query_place_id=ChIJj9oYMibQEQ0RqaE-z3rzWKE,Ibiza Bar,Bar,4.8,152,,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Ibiza%20Bar&query_place_id=ChIJj9oYMibQEQ0RqaE-z3rzWKE,74,excelente valoración · 100+ reseñas · ficha de Google Maps,82,HIGH,sin web registrada · excelente reputación · 100+ reseñas
https://www.google.com/maps/search/?api=1&query=La%20Churreria&query_place_id=ChIJpcqW1sHPEQ0R58w58LxZ0Ho,La Churreria,Cafetería,4.2,295,+34 655 62 37 09,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=La%20Churreria&query_place_id=ChIJpcqW1sHPEQ0R58w58LxZ0Ho,75,valoración positiva · 100+ reseñas · teléfono disponible · ficha de Google Maps,81,HIGH,sin web registrada · reputación positiva · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Bodeguita%20Leal&query_place_id=ChIJq6p--ejPEQ0RExxMCVaj8rQ,Bodeguita Leal,Bar,4.2,288,+34 625 07 18 81,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Bodeguita%20Leal&query_place_id=ChIJq6p--ejPEQ0RExxMCVaj8rQ,75,valoración positiva · 100+ reseñas · teléfono disponible · ficha de Google Maps,81,HIGH,sin web registrada · reputación positiva · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Bar%20Los%20Pitufos&query_place_id=ChIJB_JKs9vPEQ0Rz-X-wl8vYXM,Bar Los Pitufos,Bar de tapas,4.4,217,+34 657 81 15 90,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Bar%20Los%20Pitufos&query_place_id=ChIJB_JKs9vPEQ0Rz-X-wl8vYXM,75,valoración positiva · 100+ reseñas · teléfono disponible · ficha de Google Maps,81,HIGH,sin web registrada · reputación positiva · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=El%20Mercado%20Ciudad%20del%20Marisco&query_place_id=ChIJLct8yKXPEQ0Rx2JyrfUdsGc,El Mercado Ciudad del Marisco,Restaurante,4.4,208,+34 692 41 21 36,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=El%20Mercado%20Ciudad%20del%20Marisco&query_place_id=ChIJLct8yKXPEQ0Rx2JyrfUdsGc,75,valoración positiva · 100+ reseñas · teléfono disponible · ficha de Google Maps,81,HIGH,sin web registrada · reputación positiva · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Bar%20Leonardo&query_place_id=ChIJJ7EpstvPEQ0RZcpIXG9ucVU,Bar Leonardo,Bar,4.3,190,+34 959 81 26 19,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Bar%20Leonardo&query_place_id=ChIJJ7EpstvPEQ0RZcpIXG9ucVU,75,valoración positiva · 100+ reseñas · teléfono disponible · ficha de Google Maps,81,HIGH,sin web registrada · reputación positiva · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Bar%20LA%20ILUSION&query_place_id=ChIJu79sS8DPEQ0RNAJyS91BzbM,Bar LA ILUSION,Bar,4.4,172,+34 617 78 28 19,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Bar%20LA%20ILUSION&query_place_id=ChIJu79sS8DPEQ0RNAJyS91BzbM,75,valoración positiva · 100+ reseñas · teléfono disponible · ficha de Google Maps,81,HIGH,sin web registrada · reputación positiva · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Bar%20Costa%20de%20la%20Luz&query_place_id=ChIJB2GKg9fPEQ0RCbpDX6q-euM,Bar Costa de la Luz,Cafetería,4.2,169,+34 667 06 09 16,,none,website_not_found,,Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Bar%20Costa%20de%20la%20Luz&query_place_id=ChIJB2GKg9fPEQ0RCbpDX6q-euM,75,valoración positiva · 100+ reseñas · teléfono disponible · ficha de Google Maps,81,HIGH,sin web registrada · reputación positiva · 100+ reseñas · teléfono disponible
