leadId,name,category,rating,reviews,phone,website,websiteType,websiteStatus,discoveryNote,discoveryVerified,googleMapsUrl,businessScore,businessReason,preliminaryOpportunityScore,websiteAuditStatus,websiteScore,websiteQuality,websiteIssues,hasEmail,hasWhatsapp,salesScore,salesPriority,salesReason,salesAngle,recommendedProduct,contactability
https://www.google.com/maps/search/?api=1&query=Reformas%20y%20Multiservicios%20JD&query_place_id=ChIJwSBVeQzREQ0R7n4Tnp2hs0E,Reformas y Multiservicios JD,Fontanero,5,2,+34 640 67 65 72,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Reformas%20y%20Multiservicios%20JD&query_place_id=ChIJwSBVeQzREQ0R7n4Tnp2hs0E,55,excelente valoración · teléfono disponible · ficha de Google Maps,75,not_applicable,,NOT_APPLICABLE,,false,false,55,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,5★ y 2 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Reforbiem&query_place_id=ChIJi0p5XNvREQ0RrddlmXqyPmI,Reforbiem,Fontanero,5,1,+34 603 58 45 73,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Reforbiem&query_place_id=ChIJi0p5XNvREQ0RrddlmXqyPmI,55,excelente valoración · teléfono disponible · ficha de Google Maps,75,not_applicable,,NOT_APPLICABLE,,false,false,55,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,5★ y 1 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Almacen%20De%20Fontaneria%20El%20Molino&query_place_id=ChIJX8yZKdbPEQ0RyifhqfvD1Vk,Almacen De Fontaneria El Molino,,4.3,12,+34 959 25 23 53,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Almacen%20De%20Fontaneria%20El%20Molino&query_place_id=ChIJX8yZKdbPEQ0RyifhqfvD1Vk,50,valoración positiva · 10+ reseñas · teléfono disponible · ficha de Google Maps,64,not_applicable,,NOT_APPLICABLE,,false,false,53,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,4.3★ y 12 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Onuba%20Multiservicios&query_place_id=ChIJ0_JZq967f0MRwyCgLSpRfqc,Onuba Multiservicios,Fontanero,1,1,+34 642 30 27 21,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Onuba%20Multiservicios&query_place_id=ChIJ0_JZq967f0MRwyCgLSpRfqc,25,teléfono disponible · ficha de Google Maps,55,not_applicable,,NOT_APPLICABLE,,false,false,46,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,1★ y 1 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Instalaciones%20Delgado&query_place_id=ChIJwWRrq9_PEQ0Rw1iO8GJb0jY,Instalaciones Delgado,Contratista,1,1,+34 900 100 373,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Instalaciones%20Delgado&query_place_id=ChIJwWRrq9_PEQ0Rw1iO8GJb0jY,25,teléfono disponible · ficha de Google Maps,55,not_applicable,,NOT_APPLICABLE,,false,false,46,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,1★ y 1 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=fermogas%20soluciones&query_place_id=ChIJX-hiOKGNhYcR1kfgVwGt-Jw,fermogas soluciones,Fontanero,0,0,+34 663 43 45 33,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=fermogas%20soluciones&query_place_id=ChIJX-hiOKGNhYcR1kfgVwGt-Jw,25,teléfono disponible · ficha de Google Maps,55,not_applicable,,NOT_APPLICABLE,,false,false,46,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,0★ y 0 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Fontanero%20Huelva%20le%C3%B3n&query_place_id=ChIJ7baM9d3REQ0RQYr9zFlw2ho,Fontanero Huelva león,Fontanero,0,0,+34 641 50 67 39,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Fontanero%20Huelva%20le%C3%B3n&query_place_id=ChIJ7baM9d3REQ0RQYr9zFlw2ho,25,teléfono disponible · ficha de Google Maps,55,not_applicable,,NOT_APPLICABLE,,false,false,46,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,0★ y 0 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=MOLINA%20SC%20MATERIAL%20DE%20FONTANERIA&query_place_id=ChIJh0tqe5jREQ0RUryYLmtIrB0,MOLINA SC MATERIAL DE FONTANERIA,Fontanero,0,0,+34 635 50 90 44,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=MOLINA%20SC%20MATERIAL%20DE%20FONTANERIA&query_place_id=ChIJh0tqe5jREQ0RUryYLmtIrB0,25,teléfono disponible · ficha de Google Maps,55,not_applicable,,NOT_APPLICABLE,,false,false,46,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,0★ y 0 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=RIFONSA&query_place_id=ChIJYYgvnRvQEQ0RfI-0c_qACvM,RIFONSA,,0,0,+34 959 22 92 77,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=RIFONSA&query_place_id=ChIJYYgvnRvQEQ0RfI-0c_qACvM,25,teléfono disponible · ficha de Google Maps,55,not_applicable,,NOT_APPLICABLE,,false,false,46,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,0★ y 0 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Fontanero%20juan%20arana&query_place_id=ChIJ8TDTKzb5wg0Rvzy0uBWNM4o,Fontanero juan arana,Fontanero,0,0,+34 696 54 30 11,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Fontanero%20juan%20arana&query_place_id=ChIJ8TDTKzb5wg0Rvzy0uBWNM4o,25,teléfono disponible · ficha de Google Maps,55,not_applicable,,NOT_APPLICABLE,,false,false,46,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,0★ y 0 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
