leadId,name,category,rating,reviews,phone,website,websiteType,websiteStatus,discoveryNote,discoveryVerified,googleMapsUrl,businessScore,businessReason,preliminaryOpportunityScore,websiteAuditStatus,websiteScore,websiteQuality,websiteIssues,hasEmail,hasWhatsapp,salesScore,salesPriority,salesReason,salesAngle,recommendedProduct,contactability
https://www.google.com/maps/search/?api=1&query=Relojero%20Express&query_place_id=ChIJiT6mSI3REQ0R5x8H16nSFgQ,Relojero Express,Relojería,4.7,52,+34 666 80 42 78,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Relojero%20Express&query_place_id=ChIJiT6mSI3REQ0R5x8H16nSFgQ,77,buena valoración · 50+ reseñas · teléfono disponible · ficha de Google Maps,85,not_applicable,,NOT_APPLICABLE,,false,false,76,CONTACT_NOW,negocio con demanda demostrada · sin web indicada en Google Maps; pendiente de verificar · teléfono disponible · reputación fuerte con necesidad digital visible,4.7★ y 52 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Talleres%20Romero%20Car&query_place_id=ChIJr3uQpwDQEQ0R7_29aX2HskY,Talleres Romero Car,Cerrajero,4.1,40,+34 959 22 67 18,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Talleres%20Romero%20Car&query_place_id=ChIJr3uQpwDQEQ0R7_29aX2HskY,59,valoración positiva · 30+ reseñas · teléfono disponible · ficha de Google Maps,73,not_applicable,,NOT_APPLICABLE,,false,false,56,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,4.1★ y 40 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cerrajero%20Huelva%20%7C%20ONUKEYS&query_place_id=ChIJQ4_OxT332q4RvkDKG_kOSCM,Cerrajero Huelva | ONUKEYS,Cerrajero,5,590,+34 613 15 12 12,https://cerrajerohuelvaonukeys.com/,own_website,website_found,URL propia disponible para auditoría.,true,https://www.google.com/maps/search/?api=1&query=Cerrajero%20Huelva%20%7C%20ONUKEYS&query_place_id=ChIJQ4_OxT332q4RvkDKG_kOSCM,100,excelente valoración · 500+ reseñas · teléfono disponible · ficha de Google Maps,55,analysed,95,GOOD,sin WhatsApp,true,false,48,REVIEW_FIRST,negocio con demanda demostrada · teléfono disponible,5★ y 590 reseñas; revisar antes de contactar.,Revisión manual,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Onuba%20Multiservicios&query_place_id=ChIJ0_JZq967f0MRwyCgLSpRfqc,Onuba Multiservicios,Cerrajero,1,1,+34 642 30 27 21,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Onuba%20Multiservicios&query_place_id=ChIJ0_JZq967f0MRwyCgLSpRfqc,25,teléfono disponible · ficha de Google Maps,55,not_applicable,,NOT_APPLICABLE,,false,false,46,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,1★ y 1 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Servicios%20y%20Mantenimientos%20Arenas%20SL&query_place_id=ChIJZVJoeQHFEQ0Rg9At0BuMomM,Servicios y Mantenimientos Arenas SL,Cerrajero,0,0,+34 959 10 06 51,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Servicios%20y%20Mantenimientos%20Arenas%20SL&query_place_id=ChIJZVJoeQHFEQ0Rg9At0BuMomM,25,teléfono disponible · ficha de Google Maps,55,not_applicable,,NOT_APPLICABLE,,false,false,46,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,0★ y 0 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=autosportmonkey&query_place_id=ChIJuQAo5MbE6EARW4-qEwqVZcc,autosportmonkey,Cerrajero,0,0,+34 644 33 34 74,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=autosportmonkey&query_place_id=ChIJuQAo5MbE6EARW4-qEwqVZcc,25,teléfono disponible · ficha de Google Maps,55,not_applicable,,NOT_APPLICABLE,,false,false,46,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,0★ y 0 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cerrajero%20Ra%C3%BAl%20Tortosa&query_place_id=ChIJJ33r2wHPEQ0R75WeEIMiJc4,Cerrajero Raúl Tortosa,Cerrajero,4.9,192,+34 634 81 66 37,https://www.cerrajerodehuelva.com/,own_website,website_found,URL propia disponible para auditoría.,true,https://www.google.com/maps/search/?api=1&query=Cerrajero%20Ra%C3%BAl%20Tortosa&query_place_id=ChIJJ33r2wHPEQ0R75WeEIMiJc4,89,excelente valoración · 100+ reseñas · teléfono disponible · ficha de Google Maps,52,analysed,95,GOOD,sin formulario,true,true,45,REVIEW_FIRST,negocio con demanda demostrada · teléfono disponible,4.9★ y 192 reseñas; revisar antes de contactar.,Revisión manual,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cerrajer%C3%ADa%20Huelva&query_place_id=ChIJBTIvUhnREQ0R-ptAUA5YiwA,Cerrajería Huelva,Cerrajero,4.9,108,+34 674 43 31 76,https://cerrajerohuelva.es/,own_website,website_found,URL propia disponible para auditoría.,true,https://www.google.com/maps/search/?api=1&query=Cerrajer%C3%ADa%20Huelva&query_place_id=ChIJBTIvUhnREQ0R-ptAUA5YiwA,89,excelente valoración · 100+ reseñas · teléfono disponible · ficha de Google Maps,52,analysed,95,GOOD,,true,true,45,REVIEW_FIRST,negocio con demanda demostrada · teléfono disponible,4.9★ y 108 reseñas; revisar antes de contactar.,Revisión manual,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cerrajero%20Costa%20de%20la%20Luz&query_place_id=ChIJ-7TQ3B_QEQ0R8Q2V0lb3Gds,Cerrajero Costa de la Luz,Cerrajero,5,338,+34 656 44 47 00,http://cerrajerocostadelaluz.com/,own_website,website_found,URL propia disponible para auditoría.,true,https://www.google.com/maps/search/?api=1&query=Cerrajero%20Costa%20de%20la%20Luz&query_place_id=ChIJ-7TQ3B_QEQ0R8Q2V0lb3Gds,95,excelente valoración · 300+ reseñas · teléfono disponible · ficha de Google Maps,55,analysed,85,GOOD,sin email visible · sin WhatsApp,false,false,43,LOW_PRIORITY,negocio con demanda demostrada · teléfono disponible,5★ y 338 reseñas; revisar antes de contactar.,Revisión manual,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cerrajeros%20Velasco%20Huelva&query_place_id=ChIJJT_HVWE5ImoRIuh64AVal_E,Cerrajeros Velasco Huelva,Cerrajero,5,57,+34 626 18 12 71,https://cerrajerosvelascohuelva.com/,own_website,website_found,URL propia disponible para auditoría.,true,https://www.google.com/maps/search/?api=1&query=Cerrajeros%20Velasco%20Huelva&query_place_id=ChIJJT_HVWE5ImoRIuh64AVal_E,82,excelente valoración · 50+ reseñas · teléfono disponible · ficha de Google Maps,49,analysed,85,GOOD,sin WhatsApp · sin formulario,true,false,43,LOW_PRIORITY,negocio con demanda demostrada · teléfono disponible,5★ y 57 reseñas; revisar antes de contactar.,Revisión manual,Teléfono disponible
