leadId,name,category,rating,reviews,phone,website,websiteType,websiteStatus,discoveryNote,discoveryVerified,googleMapsUrl,businessScore,businessReason,preliminaryOpportunityScore,websiteAuditStatus,websiteScore,websiteQuality,websiteIssues,hasEmail,hasWhatsapp,salesScore,salesPriority,salesReason,salesAngle,recommendedProduct,contactability
https://www.google.com/maps/search/?api=1&query=ELECTRICISTA%20HUELVA&query_place_id=ChIJu_MHsqj3bW8R6K9CQEJRPCE,ELECTRICISTA HUELVA,Electricista,5,23,+34 614 12 76 35,https://www.facebook.com/share/12HmP1sjyXp/,social,social_only,Solo se ha observado un perfil social; no prueba ausencia de web propia.,false,https://www.google.com/maps/search/?api=1&query=ELECTRICISTA%20HUELVA&query_place_id=ChIJu_MHsqj3bW8R6K9CQEJRPCE,64,excelente valoración · 10+ reseñas · teléfono disponible · ficha de Google Maps,73,not_applicable,,NOT_APPLICABLE,,false,false,61,REVIEW_FIRST,negocio con demanda demostrada · solo presencia social · teléfono disponible,"5★ y 23 reseñas; solo se observa presencia social, no una web propia.",Web + WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Onutecni&query_place_id=ChIJVRkdpRzQEQ0RUVsVbopGhcI,Onutecni,Proveedor de repuestos de electrodomésticos,4.9,40,+34 959 22 57 31,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Onutecni&query_place_id=ChIJVRkdpRzQEQ0RUVsVbopGhcI,73,excelente valoración · 30+ reseñas · teléfono disponible · ficha de Google Maps,84,not_applicable,,NOT_APPLICABLE,,false,false,60,REVIEW_FIRST,negocio con demanda demostrada · sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,4.9★ y 40 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=ELECTRICIDAD%20LUZ%20DEL%20ODIEL&query_place_id=ChIJ9agrd_SDUWoRkvMOhAORUqM,ELECTRICIDAD LUZ DEL ODIEL,Electricista,4.5,25,+34 959 19 83 56,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=ELECTRICIDAD%20LUZ%20DEL%20ODIEL&query_place_id=ChIJ9agrd_SDUWoRkvMOhAORUqM,59,buena valoración · 10+ reseñas · teléfono disponible · ficha de Google Maps,76,not_applicable,,NOT_APPLICABLE,,false,false,56,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,4.5★ y 25 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Montajes%20El%C3%A9ctricos%20Megadel%20S.L.&query_place_id=ChIJqX0QycPFEQ0RzKGBsEWDAU0,Montajes Eléctricos Megadel S.L.,Electricista,4.9,99,+34 693 70 29 01,http://www.megadel.es/,own_website,website_found,URL propia disponible para auditoría.,true,https://www.google.com/maps/search/?api=1&query=Montajes%20El%C3%A9ctricos%20Megadel%20S.L.&query_place_id=ChIJqX0QycPFEQ0RzKGBsEWDAU0,82,excelente valoración · 50+ reseñas · teléfono disponible · ficha de Google Maps,49,analysed,40,WEAK,sin HTTPS · sin viewport móvil · sin teléfono visible · sin email visible · sin WhatsApp · sin formulario,false,false,55,REVIEW_FIRST,negocio con demanda demostrada · web propia con margen de mejora · teléfono disponible,4.9★ y 99 reseñas; la web tiene margen de mejora: sin HTTPS · sin viewport móvil · sin teléfono visible · sin email visible · sin WhatsApp · sin formulario.,Web + WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Acotec%20Porteros&query_place_id=ChIJxzLbvRzQEQ0ReFPvNhjgf4g,Acotec Porteros,Electricista,5,6,+34 675 50 53 47,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Acotec%20Porteros&query_place_id=ChIJxzLbvRzQEQ0ReFPvNhjgf4g,55,excelente valoración · teléfono disponible · ficha de Google Maps,75,not_applicable,,NOT_APPLICABLE,,false,false,55,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,5★ y 6 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Reformas%20Colombia&query_place_id=ChIJy8UOVVTREQ0RfyvpSOoFZW4,Reformas Colombia,Reformas,5,5,+34 666 95 42 46,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Reformas%20Colombia&query_place_id=ChIJy8UOVVTREQ0RfyvpSOoFZW4,55,excelente valoración · teléfono disponible · ficha de Google Maps,75,not_applicable,,NOT_APPLICABLE,,false,false,55,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,5★ y 5 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=TEYVA%20HUELVA&query_place_id=ChIJS9ecZR3FEQ0R2TtZk6Wcx-c,TEYVA HUELVA,Electricista,4.8,4,+34 667 97 97 90,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=TEYVA%20HUELVA&query_place_id=ChIJS9ecZR3FEQ0R2TtZk6Wcx-c,55,excelente valoración · teléfono disponible · ficha de Google Maps,75,not_applicable,,NOT_APPLICABLE,,false,false,55,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,4.8★ y 4 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Reformas%20y%20Multiservicios%20JD&query_place_id=ChIJwSBVeQzREQ0R7n4Tnp2hs0E,Reformas y Multiservicios JD,Electricista,5,2,+34 640 67 65 72,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Reformas%20y%20Multiservicios%20JD&query_place_id=ChIJwSBVeQzREQ0R7n4Tnp2hs0E,55,excelente valoración · teléfono disponible · ficha de Google Maps,75,not_applicable,,NOT_APPLICABLE,,false,false,55,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,5★ y 2 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=Marelec%20S%20L&query_place_id=ChIJi9_zRSTQEQ0R-8Ws2x7AhIY,Marelec S L,Electricista,5,2,+34 959 27 19 08,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=Marelec%20S%20L&query_place_id=ChIJi9_zRSTQEQ0R-8Ws2x7AhIY,55,excelente valoración · teléfono disponible · ficha de Google Maps,75,not_applicable,,NOT_APPLICABLE,,false,false,55,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,5★ y 2 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
https://www.google.com/maps/search/?api=1&query=El%C3%A9ctrica%20Diego%20P%C3%A9rez&query_place_id=ChIJBRFCcGfPEQ0RLWpAkKafgGM,Eléctrica Diego Pérez,Electricista,5,1,+34 653 02 84 24,,none,website_not_found,Google Maps no aportó URL; la ausencia no está verificada.,false,https://www.google.com/maps/search/?api=1&query=El%C3%A9ctrica%20Diego%20P%C3%A9rez&query_place_id=ChIJBRFCcGfPEQ0RLWpAkKafgGM,55,excelente valoración · teléfono disponible · ficha de Google Maps,75,not_applicable,,NOT_APPLICABLE,,false,false,55,REVIEW_FIRST,sin web indicada en Google Maps; pendiente de verificar · teléfono disponible,5★ y 1 reseñas; Google Maps no indica web propia.,Web nueva + contacto/WhatsApp,Teléfono disponible
