leadId,name,category,rating,reviews,phone,website,websiteType,websiteStatus,discoverySource,discoveryConfidence,discoveryVerified,discoveryNote,address,city,state,country,googleMapsUrl,businessScore,businessReason,preliminaryOpportunityScore,preliminaryOpportunityLevel,preliminaryOpportunityReason
https://www.google.com/maps/search/?api=1&query=Reformas%20y%20Multiservicios%20JD&query_place_id=ChIJwSBVeQzREQ0R7n4Tnp2hs0E,Reformas y Multiservicios JD,Fontanero,5,2,+34 640 67 65 72,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,"C. Perez Quintero, 21006 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Reformas%20y%20Multiservicios%20JD&query_place_id=ChIJwSBVeQzREQ0R7n4Tnp2hs0E,55,excelente valoración · teléfono disponible · ficha de Google Maps,75,HIGH,sin web registrada · excelente reputación · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Reforbiem&query_place_id=ChIJi0p5XNvREQ0RrddlmXqyPmI,Reforbiem,Fontanero,5,1,+34 603 58 45 73,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,,,,,https://www.google.com/maps/search/?api=1&query=Reforbiem&query_place_id=ChIJi0p5XNvREQ0RrddlmXqyPmI,55,excelente valoración · teléfono disponible · ficha de Google Maps,75,HIGH,sin web registrada · excelente reputación · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Almacen%20De%20Fontaneria%20El%20Molino&query_place_id=ChIJX8yZKdbPEQ0RyifhqfvD1Vk,Almacen De Fontaneria El Molino,,4.3,12,+34 959 25 23 53,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,"C. Fuenteheridos, 23, 21002 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Almacen%20De%20Fontaneria%20El%20Molino&query_place_id=ChIJX8yZKdbPEQ0RyifhqfvD1Vk,50,valoración positiva · 10+ reseñas · teléfono disponible · ficha de Google Maps,64,MEDIUM,sin web registrada · reputación positiva · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Onuba%20Multiservicios&query_place_id=ChIJ0_JZq967f0MRwyCgLSpRfqc,Onuba Multiservicios,Fontanero,1,1,+34 642 30 27 21,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,,,,,https://www.google.com/maps/search/?api=1&query=Onuba%20Multiservicios&query_place_id=ChIJ0_JZq967f0MRwyCgLSpRfqc,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Instalaciones%20Delgado&query_place_id=ChIJwWRrq9_PEQ0Rw1iO8GJb0jY,Instalaciones Delgado,Contratista,1,1,+34 900 100 373,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,"C. Miguel de Unamuno, 8, 21004 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Instalaciones%20Delgado&query_place_id=ChIJwWRrq9_PEQ0Rw1iO8GJb0jY,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=fermogas%20soluciones&query_place_id=ChIJX-hiOKGNhYcR1kfgVwGt-Jw,fermogas soluciones,Fontanero,0,0,+34 663 43 45 33,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,,,,,https://www.google.com/maps/search/?api=1&query=fermogas%20soluciones&query_place_id=ChIJX-hiOKGNhYcR1kfgVwGt-Jw,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Fontanero%20Huelva%20le%C3%B3n&query_place_id=ChIJ7baM9d3REQ0RQYr9zFlw2ho,Fontanero Huelva león,Fontanero,0,0,+34 641 50 67 39,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,"C. Puebla de Sanabria, 13, 21007 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Fontanero%20Huelva%20le%C3%B3n&query_place_id=ChIJ7baM9d3REQ0RQYr9zFlw2ho,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=MOLINA%20SC%20MATERIAL%20DE%20FONTANERIA&query_place_id=ChIJh0tqe5jREQ0RUryYLmtIrB0,MOLINA SC MATERIAL DE FONTANERIA,Fontanero,0,0,+34 635 50 90 44,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,"C. Encinasola, 21007 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=MOLINA%20SC%20MATERIAL%20DE%20FONTANERIA&query_place_id=ChIJh0tqe5jREQ0RUryYLmtIrB0,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=RIFONSA&query_place_id=ChIJYYgvnRvQEQ0RfI-0c_qACvM,RIFONSA,,0,0,+34 959 22 92 77,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,"Av. José Fariña, 9, 21006 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=RIFONSA&query_place_id=ChIJYYgvnRvQEQ0RfI-0c_qACvM,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Fontanero%20juan%20arana&query_place_id=ChIJ8TDTKzb5wg0Rvzy0uBWNM4o,Fontanero juan arana,Fontanero,0,0,+34 696 54 30 11,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,,,,,https://www.google.com/maps/search/?api=1&query=Fontanero%20juan%20arana&query_place_id=ChIJ8TDTKzb5wg0Rvzy0uBWNM4o,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Instalaciones%20cascales&query_place_id=ChIJE4PysPrPEQ0RKGB65h5xFL8,Instalaciones cascales,Servicio de reparación de electrodomésticos,0,0,+34 608 60 90 96,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,"C. Juan Salvador, 21002 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Instalaciones%20cascales&query_place_id=ChIJE4PysPrPEQ0RKGB65h5xFL8,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Servicios%20y%20Mantenimientos%20Arenas%20SL&query_place_id=ChIJZVJoeQHFEQ0Rg9At0BuMomM,Servicios y Mantenimientos Arenas SL,Fontanero,0,0,+34 959 10 06 51,,none,website_not_found,google_maps_missing,unverified,false,Google Maps no aportó URL; la ausencia no está verificada.,"Polígono industrial parque huelva empresarial nave 60, 21007 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Servicios%20y%20Mantenimientos%20Arenas%20SL&query_place_id=ChIJZVJoeQHFEQ0Rg9At0BuMomM,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=MV-%20Reformas%20Integrales&query_place_id=ChIJLR36oxfPEQ0R1P_HkjyUfD0,MV- Reformas Integrales,Fontanero,4.8,158,+34 693 03 95 36,http://www.mv-reformas.com/,own_website,website_found,google_maps,high,true,URL propia disponible para auditoría.,"Polígono Polirrosa, C. D, Nave 286, 21007 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=MV-%20Reformas%20Integrales&query_place_id=ChIJLR36oxfPEQ0R1P_HkjyUfD0,89,excelente valoración · 100+ reseñas · teléfono disponible · ficha de Google Maps,52,LOW,tiene web propia · excelente reputación · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Desatasco%20Elite&query_place_id=ChIJ18KHeq7PEQ0Rk7qhjYVLEb4,Desatasco Elite,Fontanero,4.9,99,+34 693 58 96 20,https://desatascoelite.es/,own_website,website_found,google_maps,high,true,URL propia disponible para auditoría.,"C. Argentina, 5, 21005 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Desatasco%20Elite&query_place_id=ChIJ18KHeq7PEQ0Rk7qhjYVLEb4,82,excelente valoración · 50+ reseñas · teléfono disponible · ficha de Google Maps,49,LOW,tiene web propia · excelente reputación · 50+ reseñas · teléfono disponible
