leadId,name,category,rating,reviews,phone,website,websiteType,websiteStatus,address,city,state,country,googleMapsUrl,businessScore,businessReason,preliminaryOpportunityScore,preliminaryOpportunityLevel,preliminaryOpportunityReason
https://www.google.com/maps/search/?api=1&query=Relojero%20Express&query_place_id=ChIJiT6mSI3REQ0R5x8H16nSFgQ,Relojero Express,Relojería,4.7,52,+34 666 80 42 78,,none,website_not_found,"Puesto S\N Nuevo Mercado del Carmen, Av. Italia, 2, 21001 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Relojero%20Express&query_place_id=ChIJiT6mSI3REQ0R5x8H16nSFgQ,77,buena valoración · 50+ reseñas · teléfono disponible · ficha de Google Maps,85,HIGH,sin web registrada · buena reputación · 50+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Talleres%20Romero%20Car&query_place_id=ChIJr3uQpwDQEQ0R7_29aX2HskY,Talleres Romero Car,Cerrajero,4.1,40,+34 959 22 67 18,,none,website_not_found,"Pol. ind. La Esperanza, C. la Juliana, 1, 21007 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Talleres%20Romero%20Car&query_place_id=ChIJr3uQpwDQEQ0R7_29aX2HskY,59,valoración positiva · 30+ reseñas · teléfono disponible · ficha de Google Maps,73,MEDIUM,sin web registrada · reputación positiva · 30+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cerrajero%20Huelva%20%7C%20ONUKEYS&query_place_id=ChIJQ4_OxT332q4RvkDKG_kOSCM,Cerrajero Huelva | ONUKEYS,Cerrajero,5,590,+34 613 15 12 12,https://cerrajerohuelvaonukeys.com/,own_website,website_found,"C. 4 de Diciembre, s/n, 21004 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Cerrajero%20Huelva%20%7C%20ONUKEYS&query_place_id=ChIJQ4_OxT332q4RvkDKG_kOSCM,100,excelente valoración · 500+ reseñas · teléfono disponible · ficha de Google Maps,55,MEDIUM,tiene web propia · excelente reputación · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cerrajero%20Costa%20de%20la%20Luz&query_place_id=ChIJ-7TQ3B_QEQ0R8Q2V0lb3Gds,Cerrajero Costa de la Luz,Cerrajero,5,338,+34 656 44 47 00,http://cerrajerocostadelaluz.com/,own_website,website_found,"C. Vasco Núñez de Balboa, 10, 8º A, 21004 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Cerrajero%20Costa%20de%20la%20Luz&query_place_id=ChIJ-7TQ3B_QEQ0R8Q2V0lb3Gds,95,excelente valoración · 300+ reseñas · teléfono disponible · ficha de Google Maps,55,MEDIUM,tiene web propia · excelente reputación · 300+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Onuba%20Multiservicios&query_place_id=ChIJ0_JZq967f0MRwyCgLSpRfqc,Onuba Multiservicios,Cerrajero,1,1,+34 642 30 27 21,,none,website_not_found,,,,,https://www.google.com/maps/search/?api=1&query=Onuba%20Multiservicios&query_place_id=ChIJ0_JZq967f0MRwyCgLSpRfqc,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Servicios%20y%20Mantenimientos%20Arenas%20SL&query_place_id=ChIJZVJoeQHFEQ0Rg9At0BuMomM,Servicios y Mantenimientos Arenas SL,Cerrajero,0,0,+34 959 10 06 51,,none,website_not_found,"Polígono industrial parque huelva empresarial nave 60, 21007 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Servicios%20y%20Mantenimientos%20Arenas%20SL&query_place_id=ChIJZVJoeQHFEQ0Rg9At0BuMomM,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=autosportmonkey&query_place_id=ChIJuQAo5MbE6EARW4-qEwqVZcc,autosportmonkey,Cerrajero,0,0,+34 644 33 34 74,,none,website_not_found,,,,,https://www.google.com/maps/search/?api=1&query=autosportmonkey&query_place_id=ChIJuQAo5MbE6EARW4-qEwqVZcc,25,teléfono disponible · ficha de Google Maps,55,MEDIUM,sin web registrada · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cerrajero%20Ra%C3%BAl%20Tortosa&query_place_id=ChIJJ33r2wHPEQ0R75WeEIMiJc4,Cerrajero Raúl Tortosa,Cerrajero,4.9,192,+34 634 81 66 37,https://www.cerrajerodehuelva.com/,own_website,website_found,"C. Diego de Almagro, 68, 21002 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Cerrajero%20Ra%C3%BAl%20Tortosa&query_place_id=ChIJJ33r2wHPEQ0R75WeEIMiJc4,89,excelente valoración · 100+ reseñas · teléfono disponible · ficha de Google Maps,52,LOW,tiene web propia · excelente reputación · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cerrajer%C3%ADa%20Huelva&query_place_id=ChIJBTIvUhnREQ0R-ptAUA5YiwA,Cerrajería Huelva,Cerrajero,4.9,108,+34 674 43 31 76,https://cerrajerohuelva.es/,own_website,website_found,"C. Alanís de la Sierra, 15, 21007 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Cerrajer%C3%ADa%20Huelva&query_place_id=ChIJBTIvUhnREQ0R-ptAUA5YiwA,89,excelente valoración · 100+ reseñas · teléfono disponible · ficha de Google Maps,52,LOW,tiene web propia · excelente reputación · 100+ reseñas · teléfono disponible
https://www.google.com/maps/search/?api=1&query=Cerrajeros%20Velasco%20Huelva&query_place_id=ChIJJT_HVWE5ImoRIuh64AVal_E,Cerrajeros Velasco Huelva,Cerrajero,5,57,+34 626 18 12 71,https://cerrajerosvelascohuelva.com/,own_website,website_found,"C. Legión Española, 4 Trasera, 21005 Huelva, España",Huelva,Huelva,ES,https://www.google.com/maps/search/?api=1&query=Cerrajeros%20Velasco%20Huelva&query_place_id=ChIJJT_HVWE5ImoRIuh64AVal_E,82,excelente valoración · 50+ reseñas · teléfono disponible · ficha de Google Maps,49,LOW,tiene web propia · excelente reputación · 50+ reseñas · teléfono disponible
